x,rho,beta,p.val.rob,p.val,n,ns,feature.set,feature,q.val,q.val.rob,y
EXP_C11orf21,-0.050462972883357216,-0.02100318057918003,0.14583595539288752,0.10252792855193531,1048,4,EXP,C11orf21,0.17984965540007256,0.22200597371999525,CTNNB1
EXP_ELMOD1,0.07710354756134166,0.03241735012331695,0.001703706338232847,0.012532008232192447,1048,34,EXP,ELMOD1,0.03302773531291898,0.0051394076577008,CTNNB1
EXP_CALCA,-0.04227938169691391,-0.014134395028151165,0.16695953096204075,0.17141185338501663,1048,6,EXP,CALCA,0.2701655480217576,0.2479300610946248,CTNNB1
EXP_SOX6,0.03398580569133581,0.013014960868447247,0.19891689987170064,0.2716715999339368,1048,11,EXP,SOX6,0.38589015153289585,0.28615580589461503,CTNNB1
EXP_RPS13,-0.045207003127279086,-0.026094377418143636,0.07215804326036317,0.143609793640957,1048,15,EXP,RPS13,0.23464182123175797,0.12372241914923848,CTNNB1
EXP_AIP,0.07677781076182828,0.04338124109487214,0.012786245647162593,0.012910840562973926,1048,14,EXP,AIP,0.03388412297264652,0.028693904430131378,CTNNB1
EXP_NUP98,-0.0781814052731725,-0.047163189944270885,0.004644759120426728,0.011347585272344947,1048,20,EXP,NUP98,0.03039936590479471,0.012182218270526231,CTNNB1
EXP_NDUFS8,0.03855316272391996,0.024151761202751285,0.1208581614231273,0.21237950265897226,1048,8,EXP,NDUFS8,0.31924947303612056,0.18986699166947082,CTNNB1
EXP_CHKA,-0.1360292008368495,-0.054552921817956554,2.9252042500217643e-5,9.918173698081897e-6,1048,33,EXP,CHKA,6.974176402217889e-5,1.5282699755215747e-4,CTNNB1
EXP_EXPH5,-0.28282348727367457,-0.11473026215530897,7.667132761369347e-10,9.991510329921055e-21,1048,57,EXP,EXPH5,6.646321202139612e-19,2.3299258118002964e-8,CTNNB1
EXP_HPS5,0.13340519370087045,0.06591363831512086,5.524154178612814e-6,1.4713773011065124e-5,1048,36,EXP,HPS5,9.924307736325602e-5,3.6502193586954285e-5,CTNNB1
EXP_POU2AF1,0.07110401041392371,0.016583862102409763,2.8358079665636286e-4,0.02133488857839205,1048,33,EXP,POU2AF1,0.05120373258814092,0.0010956737114808843,CTNNB1
EXP_PTPN5,0.05126711698945772,0.04279435360990163,1.5203148160003829e-4,0.09716178707673263,1048,28,EXP,PTPN5,0.17218854147770868,6.410591248101439e-4,CTNNB1
EXP_VWF,0.06823900778859439,0.052755991157935035,0.004281789775165673,0.027172647399660545,1048,28,EXP,VWF,0.06194967621976314,0.011344106426388568,CTNNB1
EXP_PSMD9,-0.0648663876388949,-0.04092279049301529,0.003984792201515039,0.03576282061762723,1048,26,EXP,PSMD9,0.07739831140712562,0.010653014088100965,CTNNB1
EXP_P3H3,0.08456315273984791,0.015819877976793892,0.0066612040794834975,0.006159095761125446,1048,17,EXP,P3H3,0.018306046128199402,0.01657062781610029,CTNNB1
EXP_PPFIBP1,-0.05424320736519601,-0.015202969641264148,0.04243826415641699,0.0792246401358028,1048,15,EXP,PPFIBP1,0.146149767740604,0.07927934992363173,CTNNB1
EXP_CD69,0.08991939136014761,0.02594652421258376,4.0499631627626944e-5,0.0035754551284765883,1048,49,EXP,CD69,0.01162418507807205,2.024502295799955e-4,CTNNB1
EXP_PRDM4,-0.1097586302437414,-0.07654840405694985,3.6708348948097727e-4,3.712552416048532e-4,1048,28,EXP,PRDM4,0.0016835020295640365,0.0013736971513334643,CTNNB1
EXP_CLEC2B,0.20663890797018683,0.04301005937048829,3.8365065603904555e-14,1.4329749286854583e-11,1048,92,EXP,CLEC2B,3.0686368054587455e-10,1.2710120557717087e-11,CTNNB1
EXP_COQ5,0.027850990296521997,0.019295377391597313,0.3210157208037353,0.36774037621030087,1048,5,EXP,COQ5,0.4863672325987666,0.42088008215255,CTNNB1
EXP_SELPLG,0.10567152953600245,0.027577710452954672,3.720424874451578e-8,6.116365134213451e-4,1048,54,EXP,SELPLG,0.0025758251572201014,5.269094608443744e-7,CTNNB1
EXP_ASIC1,-0.09819842626220891,-0.034029651182280754,0.004938535649836243,0.0014582693349493106,1048,23,EXP,ASIC1,0.005415635058826102,0.012845058241938602,CTNNB1
EXP_TSPAN11,0.0377508398527398,0.014813528468304995,0.09433066493124226,0.22205639269132046,1048,13,EXP,TSPAN11,0.33044432014378633,0.15460383302728384,CTNNB1
EXP_KCTD10,-0.027318790874094716,-0.015472136611624582,0.292364830625378,0.37696835224683445,1048,6,EXP,KCTD10,0.4956234751818936,0.3900968315759604,CTNNB1
EXP_SLC11A2,-0.11939707314369326,-0.06724792393797,9.104342057384668e-6,1.0685462654211092e-4,1048,45,EXP,SLC11A2,5.659610564437323e-4,5.6470985096024724e-5,CTNNB1
EXP_MLEC,-0.2746404809529614,-0.13771623438835773,8.630907878913052e-11,1.366220845236816e-19,1048,81,EXP,MLEC,8.185697659972072e-18,4.3144325302400865e-9,CTNNB1
EXP_MVK,-0.06766842006805923,-0.03240657669452425,0.012985198073090686,0.028486908255881724,1048,19,EXP,MVK,0.06441579254434926,0.029090149382516604,CTNNB1
EXP_CAMKK2,-0.04688790504585003,-0.027240610533629746,0.07072287625477922,0.129287651285876,1048,11,EXP,CAMKK2,0.21608904502187762,0.1216960705978969,CTNNB1
EXP_IL23A,-0.08502564338170202,-0.028415359801010287,0.04767325359859154,0.005883141083878395,1048,8,EXP,IL23A,0.017630640608941,0.08740096493075115,CTNNB1
EXP_ATP5F1B,-0.11150320740762774,-0.07343656976973528,3.942638394198172e-5,2.98440717555059e-4,1048,36,EXP,ATP5F1B,0.0013944840607882404,1.9772875722283263e-4,CTNNB1
EXP_PTGES3,-0.08949313339817708,-0.058998362858928524,1.6905765856983248e-4,0.0037374880661475876,1048,31,EXP,PTGES3,0.012042066812667741,7.018177393601694e-4,CTNNB1
EXP_SYT10,0.09333269978742914,0.1110742020472293,1.879952025329097e-5,0.0024909267399105726,1048,39,EXP,SYT10,0.008536855618160047,1.0455454055286511e-4,CTNNB1
EXP_RSRC2,-0.05362355615265054,-0.035067409321484895,0.05756972076077438,0.08271902832810625,1048,12,EXP,RSRC2,0.15107779727939502,0.10234617024137667,CTNNB1
EXP_MYF6,-0.04191337399226129,-0.045188585701263675,0.3437769698431259,0.17515294933399622,1048,3,EXP,MYF6,0.2748058530919491,0.4445473505640177,CTNNB1
EXP_LIN7A,0.06613211099388538,0.01921017153780993,0.023359309538137054,0.03230047880423376,1048,23,EXP,LIN7A,0.07120940629910408,0.047909552556004334,CTNNB1
EXP_KRT18,-0.20782186651647003,-0.023590944317103815,7.44646833112643e-12,1.0901843197326898e-11,1048,81,EXP,KRT18,2.3798132126877944e-10,6.419159638913885e-10,CTNNB1
EXP_ACSS3,0.05537880400112756,0.01718162324824887,0.06083253433802554,0.07313227993407186,1048,20,EXP,ACSS3,0.1372631639375781,0.10732238698708149,CTNNB1
EXP_GLI1,0.04370289165359042,0.014206745223661457,0.12734129193613675,0.15742848249785063,1048,14,EXP,GLI1,0.2527952518802209,0.1981384153653416,CTNNB1
EXP_PPM1H,-0.19741946551734155,-0.06064022814370733,6.566074599788258e-10,1.1412314558933041e-10,1048,70,EXP,PPM1H,2.1212592605911188e-9,2.081433329043572e-8,CTNNB1
EXP_METAP2,-0.05512912564053467,-0.03368137101506976,0.03187871992500315,0.07443786876893486,1048,16,EXP,METAP2,0.13929585011849854,0.062345977264005245,CTNNB1
EXP_LTA4H,-0.0792734747955864,-0.043358711830665225,0.0021601393671068633,0.010249831175511856,1048,28,EXP,LTA4H,0.027936949111380595,0.006306572722571038,CTNNB1
EXP_ELK3,0.06988408740141623,0.01978372121609462,0.03860646231572904,0.023671953522827745,1048,11,EXP,ELK3,0.05554247003495314,0.0732997850642272,CTNNB1
EXP_SLC6A12,0.02795162167106554,0.016813233853957308,0.22842302076525745,0.36601142261592956,1048,9,EXP,SLC6A12,0.4848015832956057,0.3202319414910214,CTNNB1
EXP_WNT5B,0.1072564709078335,0.021914462241022305,1.459563223183614e-4,5.050020694730974e-4,1048,36,EXP,WNT5B,0.002180555830773691,6.202409511798377e-4,CTNNB1
EXP_TRPV4,0.06104882390039641,0.02019863545908514,0.04306509201180911,0.04817656975650501,1048,18,EXP,TRPV4,0.09858196955382205,0.08025896697899038,CTNNB1
EXP_ITFG2,-0.057733790148704695,-0.03156504120003461,0.05375587495316862,0.06171551554902377,1048,9,EXP,ITFG2,0.12022891164721615,0.09658710840155738,CTNNB1
EXP_PRR4,0.03293279451847463,0.012799283697403878,0.16911031557708645,0.28681063662847456,1048,8,EXP,PRR4,0.4026549660552311,0.2505953246790434,CTNNB1
EXP_PRMT8,0.0760480730856249,0.08000976839308396,3.0141704989529916e-4,0.013796453320011644,1048,29,EXP,PRMT8,0.035807200506131606,0.0011540318320940345,CTNNB1
EXP_PARP11,0.05822727069498527,0.025253716935030014,0.030064742192923214,0.05952024936612476,1048,14,EXP,PARP11,0.11685500038229653,0.059308100886355006,CTNNB1
EXP_VPS29,-0.05451940667360544,-0.0372860651359265,0.024193141274346065,0.0777061799882312,1048,17,EXP,VPS29,0.14383475209039817,0.049296588877394,CTNNB1
EXP_MYL2,0.03564018673673373,0.024262204811446704,0.10940329691820572,0.24900769409083678,1048,11,EXP,MYL2,0.36095006857916767,0.17454939610292763,CTNNB1
EXP_RAD51AP1,-0.0335740782292922,-0.013545553482813267,0.17877131290178752,0.27752460679738505,1048,8,EXP,RAD51AP1,0.3922254919655891,0.26228899815809326,CTNNB1
EXP_CUX2,0.06587773488624021,0.03125005997716677,0.0014008723460752779,0.03297231758036707,1048,34,EXP,CUX2,0.07248247174575619,0.004354947407412676,CTNNB1
EXP_SH2B3,0.042808673262142376,0.011655912922842874,0.095486468628046,0.16610788185350459,1048,10,EXP,SH2B3,0.26369996916253063,0.15616487987024152,CTNNB1
EXP_AKAP3,-0.050870749067329385,-0.03802562730812861,0.220114606816593,0.09977808484290383,1048,3,EXP,AKAP3,0.1759256892626039,0.3108799127955492,CTNNB1
EXP_MANSC1,-0.25441724471845367,-0.05884155325623632,3.0891117086914447e-11,6.042761085268523e-17,1048,80,EXP,MANSC1,2.645038634629455e-15,1.884246622023489e-9,CTNNB1
EXP_KCNA1,0.04371436302413128,0.03582043712002975,0.07420511462608931,0.15731941327543242,1048,6,EXP,KCNA1,0.2526620665654949,0.12671476127322676,CTNNB1
EXP_DUSP16,-0.19887175355244455,-0.07391032665187276,1.0320315407612341e-7,8.284461019416473e-11,1048,49,EXP,DUSP16,1.5587333338982264e-9,1.2410822001922996e-6,CTNNB1
EXP_CREBL2,-0.030864330672238816,-0.015721510442174156,0.2039975739252562,0.31817701722427655,1048,11,EXP,CREBL2,0.4355320142006058,0.29229503129588946,CTNNB1
EXP_ACAD10,-0.0481722006996367,-0.029776597103324438,0.13121082080570487,0.11911141925028305,1048,9,EXP,ACAD10,0.20252657136487698,0.20303489590009977,CTNNB1
EXP_ALDH2,-0.259159184941625,-0.04556577337716242,9.126243958502173e-12,1.5178322951442457e-17,1048,77,EXP,ALDH2,7.348221907953346e-16,7.449131300620903e-10,CTNNB1
EXP_GPRC5D,-0.14441022603980844,-0.05620772359544313,9.045231830645634e-7,2.678964564525443e-6,1048,43,EXP,GPRC5D,2.147238390997243e-5,7.781478462860928e-6,CTNNB1
EXP_NAA25,-0.03863117654420382,-0.02536579607280583,0.17000304871047597,0.21145505449148919,1048,7,EXP,NAA25,0.3182562444938715,0.2516711869775636,CTNNB1
EXP_GSG1,0.05827478361154526,0.027925838909349927,0.012134561196111322,0.05931234403447056,1048,18,EXP,GSG1,0.11648743052498135,0.02742816668488253,CTNNB1
EXP_SCNN1A,-0.19163746778011906,-0.02791662150409721,2.392415226163706e-8,3.987934493961558e-10,1048,49,EXP,SCNN1A,6.765074418672138e-9,3.728989636647784e-7,CTNNB1
EXP_LTBR,-0.1219310962925237,-0.019461146971400917,5.862752111783063e-7,7.579606808669227e-5,1048,64,EXP,LTBR,4.174218925660862e-4,5.4337388744205505e-6,CTNNB1
EXP_OGFOD2,-0.033962565849369436,-0.02070449926141405,0.23054988473088095,0.27199970637174137,1048,7,EXP,OGFOD2,0.3861045733362323,0.32260184621163013,CTNNB1
EXP_OAS3,-0.06643714718654448,-0.015485799923000093,0.010740143902689188,0.03151031564288634,1048,17,EXP,OAS3,0.06994197229403672,0.0247700616134093,CTNNB1
EXP_OAS2,0.08644425352989793,0.017672355667119628,0.0017806283345613092,0.0051047442093436765,1048,27,EXP,OAS2,0.015616468977199123,0.005336200131384867,CTNNB1
EXP_MGP,0.12943841474634354,0.022117326656394504,9.116115332997164e-11,2.634243778874627e-5,1048,70,EXP,MGP,1.6582780509636995e-4,4.490550573362101e-9,CTNNB1
EXP_RASAL1,-0.07092851392650275,-0.020244884596532287,0.039536777723710316,0.021658224009318966,1048,10,EXP,RASAL1,0.05179580366050294,0.07476119071777719,CTNNB1
EXP_ARHGDIB,0.1317446365347348,0.017671837749623553,2.1895582786370033e-6,1.881415991268924e-5,1048,44,EXP,ARHGDIB,1.2330645689868013e-4,1.655988212884996e-5,CTNNB1
EXP_GTF2H3,-0.0651132723695089,-0.03600498244620189,0.017214670438046115,0.03506369149410235,1048,15,EXP,GTF2H3,0.07619757318126731,0.03699555732908002,CTNNB1
EXP_EIF2B1,0.050322147885550214,0.036282147445062606,0.0497796322185656,0.10349145055871717,1048,15,EXP,EIF2B1,0.1812387591874052,0.09065279865972024,CTNNB1
EXP_DDX55,-0.060259588558942305,-0.0354475166643,0.032498724490011933,0.051150179412195976,1048,14,EXP,DDX55,0.10353893554128224,0.06340628741145977,CTNNB1
EXP_SLC38A1,-0.034276118420410215,-0.009831849298383316,0.15811376871831775,0.2675956894750078,1048,7,EXP,SLC38A1,0.3815440311704415,0.2373965438192288,CTNNB1
EXP_ENDOU,0.05591309500607299,0.04918932182845499,0.019832984951666795,0.07040124323581323,1048,21,EXP,ENDOU,0.13324738497953403,0.041668504568933375,CTNNB1
EXP_SPRING1,-0.0942997235115944,-0.057308072763260894,0.0038303296087692806,0.0022437300871711377,1048,18,EXP,SPRING1,0.007824574520710743,0.01030037387709148,CTNNB1
EXP_VDR,-0.10520210889767641,-0.029419467078632935,0.002668685644890008,6.470257007344079e-4,1048,19,EXP,VDR,0.002694839599650237,0.007566724728320452,CTNNB1
EXP_FZD10,-0.06822307463042704,-0.029524932631956362,0.14836476408279603,0.027208625269911475,1048,4,EXP,FZD10,0.06200250864924564,0.2251658181930227,CTNNB1
EXP_RFC5,-0.02898386293715734,-0.01537841343575632,0.2710545619198551,0.34856992221293126,1048,9,EXP,RFC5,0.46685988154654673,0.36708383121175636,CTNNB1
EXP_STX2,0.0380528572126647,0.01326566182280414,0.16566300260833874,0.21837737101815785,1048,8,EXP,STX2,0.32626262805931516,0.24641624192891026,CTNNB1
EXP_ADGRD1,-0.042792800989811655,-0.01936786714624166,0.24681470278583084,0.16626512248425382,1048,4,EXP,ADGRD1,0.2638752122387707,0.34061759521925983,CTNNB1
EXP_COPZ1,-0.08260424623755065,-0.0553095554295471,7.708627078360837e-4,0.0074614468328708106,1048,31,EXP,COPZ1,0.0215024058823444,0.0026179892083615015,CTNNB1
EXP_TBC1D30,-0.19128245962605553,-0.06681900964973059,1.629901968724533e-7,4.300981191210554e-10,1048,45,EXP,TBC1D30,7.230783901163534e-9,1.8253714148646372e-6,CTNNB1
EXP_MDM1,0.10114279651597737,0.046859793681926484,1.2545422379141638e-4,0.001042561274483653,1048,33,EXP,MDM1,0.004068155956969007,5.436456950961199e-4,CTNNB1
EXP_TIMELESS,-0.030031879079693916,-0.012847239005846812,0.26024800261666114,0.3314110113599341,1048,7,EXP,TIMELESS,0.44887745622963315,0.3555337783250691,CTNNB1
EXP_CPSF6,-0.04775854389609369,-0.03145957043612776,0.051110838177795735,0.12231826818856946,1048,13,EXP,CPSF6,0.20674078117227043,0.09263770884488702,CTNNB1
EXP_KRR1,-0.12675140374464453,-0.06648207871022652,1.878847595524697e-4,3.871595767319307e-5,1048,28,EXP,KRR1,2.3254586314258268e-4,7.695759751269159e-4,CTNNB1
EXP_MRPL51,0.027845113266903282,0.018753945968835985,0.3284952186856991,0.3678415065398909,1048,5,EXP,MRPL51,0.4864629065824982,0.4286573381922746,CTNNB1
EXP_GAPDH,0.06850296987693222,0.037820259720525176,0.017837348607455877,0.026582546778625496,1048,12,EXP,GAPDH,0.06088365329695762,0.03809148661167524,CTNNB1
EXP_NOP2,-0.07845770896235943,-0.040554475120476156,0.01141770945828245,0.011060416917082778,1048,15,EXP,NOP2,0.029776418774861476,0.026083507167001117,CTNNB1
EXP_ING4,0.07307518445726989,0.03572288722949048,0.01289803504665827,0.01798188229515147,1048,17,EXP,ING4,0.04456826804442999,0.02892556412906001,CTNNB1
EXP_GNB3,0.08883144395918405,0.027114129072940044,0.001337204379254338,0.004002250508834395,1048,22,EXP,GNB3,0.012746847237938915,0.00418241488187362,CTNNB1
EXP_CHPT1,-0.13837338543470182,-0.04569549935281677,1.396378878721311e-6,6.929721772729664e-6,1048,51,EXP,CHPT1,5.086926854371737e-5,1.1234865492797749e-5,CTNNB1
EXP_SPSB2,-0.07134189736046397,-0.033118443295504806,0.008118178960018353,0.020903311100639768,1048,20,EXP,SPSB2,0.0503108752644458,0.01952245256311843,CTNNB1
EXP_ENO2,0.09157200208967445,0.019508173121150652,0.004124542184374217,0.0030058124293434727,1048,18,EXP,ENO2,0.010009106583797263,0.010988373501606242,CTNNB1
EXP_ATN1,-0.0454379578435927,-0.01803643491885473,0.09112425162594721,0.14157285950489826,1048,14,EXP,ATN1,0.23209926588344276,0.15032565470337866,CTNNB1
EXP_C12orf57,0.08088027303403149,0.03065994798483539,0.01614544008405053,0.008806111351675744,1048,15,EXP,C12orf57,0.024674636384396913,0.035103619267840024,CTNNB1
EXP_PTPN6,-0.07861043782286031,-0.01398050476717179,9.506033959801226e-4,0.010904465128013668,1048,27,EXP,PTPN6,0.029379978121977186,0.0031212270368526493,CTNNB1
EXP_LPCAT3,-0.13450495535249773,-0.06400409043594918,1.8851016580849222e-5,1.2483010635170205e-5,1048,33,EXP,LPCAT3,8.59636001914676e-5,1.048030542382085e-4,CTNNB1
EXP_NT5DC3,-0.14093318232292124,-0.06393268926449051,2.336644586197807e-5,4.653378850516927e-6,1048,37,EXP,NT5DC3,3.552801132324175e-5,1.2597302785066417e-4,CTNNB1
EXP_SLCO1B3,-0.21364922223282545,-0.04525623684985149,5.839224739037166e-7,2.768016726520234e-12,1048,37,EXP,SLCO1B3,6.633817107983811e-11,5.414903468209219e-6,CTNNB1
EXP_APOBEC1,-0.40020574056785585,-0.26819826940606156,8.546779644573468e-7,1.3841578683366374e-41,1048,51,EXP,APOBEC1,3.4392251975611506e-39,7.430395927035383e-6,CTNNB1
EXP_SUDS3,-0.0736049553694505,-0.04766182792228031,0.00947159588768106,0.01716332651697193,1048,17,EXP,SUDS3,0.04285378525650328,0.022266882443058186,CTNNB1
EXP_GOLT1B,0.0839308971554847,0.040777486823657276,0.005830585676944849,0.006555170584196881,1048,17,EXP,GOLT1B,0.019312321218934697,0.014807391492208053,CTNNB1
EXP_LDHB,0.16767066887719817,0.028355001966733417,9.266265046150166e-4,4.756124386851592e-8,1048,16,EXP,LDHB,5.504073810975651e-7,0.0030572703421158603,CTNNB1
EXP_PRKAB1,-0.16529314951384214,-0.09478087520170944,5.794942563947436e-6,7.379370301163318e-8,1048,42,EXP,PRKAB1,8.229824462604318e-7,3.817206610544089e-5,CTNNB1
EXP_CMAS,-0.09706015853938535,-0.05481425290360308,0.006433860068821121,0.0016563778899006674,1048,16,EXP,CMAS,0.00605231735115951,0.016095128771513423,CTNNB1
EXP_HCFC2,0.1962113393013389,0.11348349386458649,1.0935229406538157e-7,1.4869287730127599e-10,1048,49,EXP,HCFC2,2.7130829966332174e-9,1.302973455944067e-6,CTNNB1
EXP_ST8SIA1,0.07661751303348516,0.025183127802640277,3.512934050006906e-4,0.013100954590035505,1048,33,EXP,ST8SIA1,0.03429713801568638,0.0013219232584154967,CTNNB1
EXP_CLEC4A,0.061151585227834246,0.062048364141544556,0.007584520508398377,0.04780028391274907,1048,21,EXP,CLEC4A,0.09797811439886064,0.01844653210161206,CTNNB1
EXP_C2CD5,-0.10320013612167743,-0.05392265136307858,8.736738337466414e-4,8.203658917297525e-4,1048,24,EXP,C2CD5,0.003294723581332517,0.0029109826651514993,CTNNB1
EXP_AICDA,0.05661730859785033,0.0355245753938155,7.2281416751186e-4,0.0669298515152315,1048,26,EXP,AICDA,0.12785152868302446,0.0024762100921087563,CTNNB1
EXP_RAB35,-0.04489741321293044,-0.02702570756944499,0.0701666608026641,0.14637537554767288,1048,14,EXP,RAB35,0.23846864769583273,0.12095695883106442,CTNNB1
EXP_PHC1,0.18364489658159228,0.0629069408463451,1.3525358288960244e-4,2.1111535611641627e-9,1048,26,EXP,PHC1,3.125763106035321e-8,5.82079606852451e-4,CTNNB1
EXP_COX6A1,-0.0776357944471318,-0.049804831194559064,0.006784747894015052,0.011934127994483045,1048,18,EXP,COX6A1,0.03171422249052934,0.01680032864782615,CTNNB1
EXP_RIC8B,0.02770291844876151,0.01475624868460342,0.34260570902163334,0.37029362544741895,1048,4,EXP,RIC8B,0.4889021720371642,0.443236298593378,CTNNB1
EXP_SRSF9,-0.07530279086142502,-0.05266347413452933,0.002254582838864957,0.014755798989072722,1048,22,EXP,SRSF9,0.0378493972551044,0.0065351572560408844,CTNNB1
EXP_FGFR1OP2,0.04141549514151978,0.02282002566559268,0.17263204721940115,0.1803391631042152,1048,8,EXP,FGFR1OP2,0.2811932908646013,0.2548083401606536,CTNNB1
EXP_COL12A1,0.1995987112827,0.02816309633716747,5.060783776826675e-10,7.050726143870533e-11,1048,59,EXP,COL12A1,1.3445718840500737e-9,1.6766078959463433e-8,CTNNB1
EXP_BTN3A3,0.15337375713542434,0.04923997800777388,6.444649759060002e-6,6.076765305769129e-7,1048,37,EXP,BTN3A3,5.716198517079831e-6,4.171984763566199e-5,CTNNB1
EXP_TDP2,0.03789734786808172,0.02395364467847358,0.18217352568914294,0.2202662077066694,1048,9,EXP,TDP2,0.3284456663500032,0.266355476812371,CTNNB1
EXP_FRK,-0.1934481320820219,-0.08106710580055233,1.776757127365936e-6,2.7063345410022396e-10,1048,39,EXP,FRK,4.714044165440602e-9,1.3777002489203695e-5,CTNNB1
EXP_DSE,0.2090816140898862,0.05549940530553168,1.2349790410629288e-10,8.133376529949738e-12,1048,71,EXP,DSE,1.798711123691502e-10,5.6091951284406575e-9,CTNNB1
EXP_RWDD1,0.0658043434910249,0.04459812472536928,0.02524251521914887,0.03316835984090117,1048,15,EXP,RWDD1,0.07278085816517743,0.051108153042868705,CTNNB1
EXP_MAK,0.08245641807698935,0.08200126890074395,0.00844539861697572,0.00756908238328192,1048,22,EXP,MAK,0.02175322604999682,0.020202952715902844,CTNNB1
EXP_TMEM14C,0.06422805393493086,0.0361093581222911,0.007358563005344887,0.03762570323828373,1048,18,EXP,TMEM14C,0.08059379841709456,0.018003226258080977,CTNNB1
EXP_PAK1IP1,0.05738874202744092,0.03307154039559367,0.06507265279182671,0.06328989551811236,1048,12,EXP,PAK1IP1,0.12247849686313976,0.11345243437939367,CTNNB1
EXP_GCNT2,0.16088164411601533,0.04050763320021032,7.143830409426325e-7,1.6398562395442993e-7,1048,40,EXP,GCNT2,1.7252186191370162e-6,6.410098704071544e-6,CTNNB1
EXP_SMIM8,0.047864501228235996,0.030166127644954195,0.09211264980011331,0.12149049133134483,1048,9,EXP,SMIM8,0.2056816975485373,0.15171917830207785,CTNNB1
EXP_CEP85L,0.17582308799782717,0.09336542755860425,3.6859375736783133e-7,1.0055516130286363e-8,1048,41,EXP,CEP85L,1.3079137839670393e-7,3.6186868823282268e-6,CTNNB1
EXP_ADTRP,0.0650265170943807,0.02117308984624969,0.029676828102914513,0.035308026040000384,1048,22,EXP,ADTRP,0.07659062883192279,0.05866616211850282,CTNNB1
EXP_ASF1A,0.05105535337564706,0.0258781839031248,0.07055099686844524,0.09855267320361649,1048,11,EXP,ASF1A,0.1741602307758921,0.12146216049411561,CTNNB1
EXP_MCM9,-0.030481372733359435,-0.019819518126091243,0.3533623900308138,0.32422160034599523,1048,5,EXP,MCM9,0.4413865248123387,0.4545421349037404,CTNNB1
EXP_FAM184A,0.11079218434933,0.0368335265911002,2.6846879205898877e-4,3.2633589177683025e-4,1048,31,EXP,FAM184A,0.0015019807211825997,0.0010462897142344794,CTNNB1
EXP_RNGTT,0.06749089328152884,0.038942112062345303,0.010409573294871964,0.028906810108678026,1048,17,EXP,RNGTT,0.06519950121428701,0.024122911862591783,CTNNB1
EXP_MAN1A1,-0.09412237479795263,-0.02090695760839034,0.003328896523963769,0.002287312468505927,1048,22,EXP,MAN1A1,0.007953577169762532,0.009142561064514278,CTNNB1
EXP_GABRR2,0.03884095752729095,0.03557826959590713,0.07885334531144442,0.20898360817194822,1048,16,EXP,GABRR2,0.31523855402850076,0.13333728206386758,CTNNB1
EXP_SERINC1,0.06177967899427146,0.029953184695121093,0.02577942791641991,0.045553599091771216,1048,12,EXP,SERINC1,0.09429888210111038,0.05201447505085154,CTNNB1
EXP_TPD52L1,-0.09233219860005695,-0.014551392661750701,0.003957639240708985,0.002772649492633102,1048,23,EXP,TPD52L1,0.009363718934145292,0.010592154698403139,CTNNB1
EXP_HINT3,-0.07517547948137074,-0.041502916788649764,0.02401617976228521,0.014925421168797092,1048,12,EXP,HINT3,0.038220660210366124,0.04901876942058117,CTNNB1
EXP_NCOA7,0.06617065731487416,0.01983993921456968,0.02395148336693744,0.032199702092794685,1048,15,EXP,NCOA7,0.07107069452120954,0.04891035327142555,CTNNB1
EXP_RIPOR2,0.1364654406251179,0.03675783355208849,6.309953308022368e-9,9.282102243175672e-6,1048,64,EXP,RIPOR2,6.581216932467316e-5,1.2572284326927586e-7,CTNNB1
EXP_SASH1,-0.048948897163801866,-0.013915475378756032,0.0164615189014761,0.11326826422659318,1048,22,EXP,SASH1,0.19472737000127377,0.03563990560729628,CTNNB1
EXP_FBXO5,0.02910943694192262,0.012325764148634906,0.22899039466986573,0.3464847061825671,1048,7,EXP,FBXO5,0.4648352463010843,0.32089422811164064,CTNNB1
EXP_MTRF1L,-0.0444511034000341,-0.0297676510148726,0.07564949334991264,0.15043365220762683,1048,17,EXP,MTRF1L,0.24356792451748216,0.12878325840202762,CTNNB1
EXP_FANCE,0.04449843168377009,0.02244385073162465,0.07627420351415072,0.14999928031842152,1048,11,EXP,FANCE,0.2430135046754291,0.1296940604515415,CTNNB1
EXP_TULP1,0.0507066911581653,0.045527142587024394,0.019774063411054362,0.10087726500840187,1048,11,EXP,TULP1,0.17734078343376944,0.04156538633903639,CTNNB1
EXP_RHAG,0.03347498452006725,0.013551723963061094,0.0044457982914225536,0.27894600639490524,1048,16,EXP,RHAG,0.39380612667516035,0.01172225467101677,CTNNB1
EXP_KCTD20,0.1117843244498299,0.04894966152294228,1.609445316993804e-4,2.8803996776413524e-4,1048,29,EXP,KCTD20,0.0013514921675486888,6.737658096116777e-4,CTNNB1
EXP_STK38,0.04205173711004738,0.022065839409646754,0.13869223154085555,0.17373160108761013,1048,10,EXP,STK38,0.27320553094196215,0.21287644841154574,CTNNB1
EXP_SOD2,0.05504895034374427,0.017864209078448143,0.008460005125509039,0.07486112368244857,1048,18,EXP,SOD2,0.13990195174633901,0.020235029246970657,CTNNB1
EXP_MCM3,-0.02954724219508503,-0.01172620774052631,0.28159052621033304,0.33927693545704485,1048,5,EXP,MCM3,0.45694883232221833,0.37841036593094624,CTNNB1
EXP_RNF8,0.05038890402245315,0.03040380200300914,0.09005212842515993,0.10303381410688839,1048,9,EXP,RNF8,0.18060580175847973,0.14887678687588085,CTNNB1
