x,rho,beta,p.val.rob,p.val,n,ns,feature.set,feature,q.val,q.val.rob,y
CN_ADCY2,0.0888627886724718,0.13408875742021698,5.319330645420311e-4,0.002853089979434008,1125,32,CN,ADCY2,0.027806977012743008,0.005654301958330062,CTNNB1
CN_ZCWPW1,-0.04691130691645595,-0.07423871381824611,0.15433991408968914,0.11581849072419581,1125,6,CN,ZCWPW1,0.3627753783530366,0.38869866743348985,CTNNB1
CN_VDAC3,-0.04548454605262238,-0.07110866667702072,0.17882437164081094,0.12733613787386697,1125,6,CN,VDAC3,0.38707570537267905,0.4147464368711462,CTNNB1
CN_CLUL1,0.09113183967299272,0.14831535973317556,0.0012049551530742572,0.002216140700635175,1125,23,CN,CLUL1,0.02559897818094256,0.009291630987273376,CTNNB1
CN_SLC1A3,0.098979133611165,0.15088682151087204,9.627132801082872e-5,8.862919746132419e-4,1125,38,CN,SLC1A3,0.020187713525055825,0.003645984899845147,CTNNB1
CN_DCT,-0.08006918131140787,-0.13453213261335412,0.011305085640161833,0.007211176425087925,1125,16,CN,DCT,0.048374124007388684,0.05695838892745366,CTNNB1
CN_CDH7,0.08491308321708445,0.15373157635792065,0.0017130079302481215,0.0043711825477001,1125,25,CN,CDH7,0.03382666755867267,0.012218080659119132,CTNNB1
CN_PHLPP1,0.08194186024510587,0.1349107076287342,0.0011210082225667807,0.0059598215338668905,1125,26,CN,PHLPP1,0.041508404094696465,0.008878085187418517,CTNNB1
CN_ATP8B1,0.09184888426281108,0.15902652022597516,7.629278931239265e-4,0.0020437429221482235,1125,26,CN,ATP8B1,0.024442339594176736,0.006741094219841262,CTNNB1
CN_WDR70,0.09714450939549683,0.15418259373336296,1.599373673563375e-4,0.0011046438522426638,1125,37,CN,WDR70,0.02043183877632011,0.0036692388044583407,CTNNB1
CN_FYB1,0.09604027420218249,0.1521859640420532,2.0445270678389274e-4,0.0012589992547854733,1125,36,CN,FYB1,0.02056076024366897,0.0038532416747636793,CTNNB1
CN_C1QTNF3,0.09655316914364948,0.15197738529964516,1.9962402002329847e-4,0.0011849851213251127,1125,36,CN,C1QTNF3,0.02043183877632011,0.0038532416747636793,CTNNB1
CN_ME2,0.10789443844144334,0.1789088804549439,3.133833748303043e-4,2.884537496474144e-4,1125,29,CN,ME2,0.020187713525055825,0.004443663662264435,CTNNB1
CN_C5orf22,0.10732817310873767,0.1627208105348382,3.983187213841308e-5,3.105750077847708e-4,1125,42,CN,C5orf22,0.020187713525055825,0.003645984899845147,CTNNB1
CN_ULK2,0.053358170241769226,0.0876648041613892,0.08181622450383202,0.07361926458529819,1125,11,CN,ULK2,0.2706994076676803,0.2500223211308086,CTNNB1
CN_OXCT1,0.09067771292370973,0.13690113339464582,2.2752523418473556e-4,0.002332105544228614,1125,36,CN,OXCT1,0.025857406802121494,0.003883122460580895,CTNNB1
CN_SMAP2,0.05985756032653817,0.10862409151415695,0.011971067753723296,0.0447228710701343,1125,18,CN,SMAP2,0.1891138548108536,0.05989865179117996,CTNNB1
CN_PPIE,0.06221538804664799,0.08958663483566649,0.013474877100355725,0.03693614018843585,1125,16,CN,PPIE,0.16691751901949636,0.06525257458822568,CTNNB1
CN_ZMPSTE24,0.07697885214614247,0.12452528880262971,9.218562573635848e-4,0.009797024292787728,1125,25,CN,ZMPSTE24,0.05885976374401319,0.007772301588600941,CTNNB1
CN_PILRA,-0.04806986054115594,-0.07650144695445463,0.14654501034906783,0.10708138051967679,1125,6,CN,PILRA,0.3435890366810226,0.379564769469798,CTNNB1
CN_CTTN,0.07846849886076414,0.06921504847096893,1.5063331562289523e-4,0.008462230144293332,1125,35,CN,CTTN,0.053722683597015035,0.003645984899845147,CTNNB1
CN_SLC15A1,-0.07820665466813193,-0.12973461195400718,0.015051869118560065,0.008684384776412153,1125,15,CN,SLC15A1,0.054548072017358035,0.07114336541467112,CTNNB1
CN_DOCK9,-0.08292905234795916,-0.13742842277931946,0.009561620113584544,0.005382096551389087,1125,15,CN,DOCK9,0.039214783488274944,0.05145890097492773,CTNNB1
CN_ANKRD10,-0.08417488806688067,-0.14034117057344456,0.009944088459169755,0.00472528648256627,1125,16,CN,ANKRD10,0.035749132238712227,0.05234196631183816,CTNNB1
CN_TGDS,-0.07865928300960731,-0.1319202787933006,0.012604971595854676,0.008303575182406707,1125,15,CN,TGDS,0.05299963890010534,0.061798287244273026,CTNNB1
CN_PABPC4,0.051261336576317526,0.08357187389242902,0.023224935617923912,0.0856915939273699,1125,15,CN,PABPC4,0.3001741041716153,0.10091127989586023,CTNNB1
CN_WDR7,0.09378242795452436,0.16356201450325905,4.924326233711322e-4,0.0016382809097468935,1125,27,CN,WDR7,0.022955320676216827,0.005448974075433836,CTNNB1
CN_TXNL1,0.09154148623960663,0.15941171644173374,6.239238301120686e-4,0.002116087090811208,1125,27,CN,TXNL1,0.025084186642839783,0.006181805982030871,CTNNB1
CN_IFT74,-0.08687175303342203,-0.13261877081404339,6.973409756621277e-4,0.0035450255477364346,1125,30,CN,IFT74,0.03030548915898873,0.006455348029333873,CTNNB1
CN_PRKY,0.0683950821441783,0.07952959148959031,0.029829343586754237,0.04407925042830181,867,18,CN,PRKY,0.1884109476790951,0.11931737434701695,CTNNB1
CN_MTAP,-0.09108864942157256,-0.09357011964652406,6.118734810011059e-4,0.0022269381356732126,1125,30,CN,MTAP,0.02559897818094256,0.0061394762839433,CTNNB1
CN_DDTL,0.06010826344334649,0.0928199985833215,0.0064534889239785875,0.04383408509718688,1125,17,CN,DDTL,0.18838314611640386,0.036647150532329247,CTNNB1
CN_DDT,0.049355631935635434,0.04191575706071741,0.006815784875632338,0.09800437612825474,1125,18,CN,DDT,0.32965108334049326,0.03851975796061426,CTNNB1
CN_NFATC2,-0.050320795597583824,-0.08286502860513191,0.13887775017231124,0.09160271567870644,1125,5,CN,NFATC2,0.3154671341270007,0.37221594877640596,CTNNB1
CN_SALL4,-0.05268367353627356,-0.08551292342533795,0.12074369364989986,0.07734109722939007,1125,7,CN,SALL4,0.2813267561277968,0.3367054126877674,CTNNB1
CN_PFDN4,-0.040507539537313016,-0.05874474728344762,0.1898136314357454,0.1745553914117218,1125,5,CN,PFDN4,0.4745662076497787,0.42313993989571563,CTNNB1
CN_ZNF516,0.08659737569232759,0.1361161835945604,3.0487548454666134e-4,0.0036514972321458105,1125,28,CN,ZNF516,0.030553870832937386,0.004426003282843401,CTNNB1
CN_CDH20,0.08068784149160578,0.13788860560162677,0.0020340894409729723,0.006773902028199887,1125,24,CN,CDH20,0.045902459283200546,0.013801500848779364,CTNNB1
CN_USP14,0.08708789672360265,0.14214739765759757,0.0018576557776196156,0.0034631462289603687,1125,22,CN,USP14,0.030277139668427037,0.012938026121774264,CTNNB1
CN_MYOM1,0.10570446893298192,0.15998472753943246,4.629895113914702e-5,3.831176676034045e-4,1125,31,CN,MYOM1,0.020187713525055825,0.003645984899845147,CTNNB1
CN_MYL12A,0.10740673381150456,0.15950428007196643,3.330630052197953e-5,3.074139885386107e-4,1125,33,CN,MYL12A,0.020187713525055825,0.003645984899845147,CTNNB1
CN_ST8SIA5,0.07882497266837749,0.13283803314584433,0.0021256605355020677,0.00816795066146274,1125,24,CN,ST8SIA5,0.052846194443562214,0.014219107762906486,CTNNB1
CN_DNAJC3,-0.07770530762921929,-0.12956319191829294,0.014053186985381782,0.009124310850516333,1125,14,CN,DNAJC3,0.05622436195948125,0.06750090625027193,CTNNB1
CN_IKBKB,-0.04545118779465634,-0.07030569988843921,0.1772627032429341,0.12761570286585783,1125,5,CN,IKBKB,0.3873269258709244,0.41396260481190134,CTNNB1
CN_PLAT,-0.041854817578666825,-0.061851944977403255,0.1840575816372037,0.16064445492673313,1125,6,CN,PLAT,0.44877398262710666,0.42313993989571563,CTNNB1
CN_DKK4,-0.044468261675353095,-0.06925606535309092,0.1872470922958615,0.13606913974964777,1125,6,CN,DKK4,0.4042807063076109,0.42313993989571563,CTNNB1
CN_EIF3E,0.04222418241028797,0.0686208519918101,0.08013585906473995,0.1569808692307763,1125,14,CN,EIF3E,0.44235425605251455,0.24644378476013534,CTNNB1
CN_EMC2,0.0411711013367049,0.06597437288140595,0.08555269831225763,0.16759566819733093,1125,13,CN,EMC2,0.46232975645335256,0.2603969018038895,CTNNB1
CN_TRPS1,0.041347310237985,0.05789424658419244,0.09470504630858789,0.16578296864041708,1125,13,CN,TRPS1,0.4591509587608277,0.281735615149166,CTNNB1
CN_UBR5,0.04056707777837965,0.06324899287252447,0.05695332827597838,0.1739222637240153,1125,14,CN,UBR5,0.4739331651305734,0.1878349322528089,CTNNB1
CN_TFEC,-0.042460937183741575,-0.0625470794030113,0.07203265260500341,0.15466607762177714,1125,10,CN,TFEC,0.4385216309666834,0.22443858074822115,CTNNB1
CN_CAV2,-0.04987579883226744,-0.06518347398407491,0.03573241363039397,0.09451128338993103,1125,11,CN,CAV2,0.32248230413163786,0.13138875074033063,CTNNB1
CN_CAV1,-0.047607339225090285,-0.05854245838081977,0.03408640321985867,0.11050475433828545,1125,11,CN,CAV1,0.35218742701623146,0.1273312345625728,CTNNB1
CN_MET,-0.06597654553469813,-0.07700897088744091,0.03298257790394717,0.026906478425620564,1125,12,CN,MET,0.12692139623878387,0.12498310826323732,CTNNB1
CN_WNT2,-0.039444390641428885,-0.05037950711610977,0.06984326933484818,0.18615189243405178,1125,8,CN,WNT2,0.4958466606117375,0.21993199705441555,CTNNB1
CN_TSPAN12,-0.05229255737034821,-0.08279795584536906,0.03962254626344933,0.07956846392879581,1125,12,CN,TSPAN12,0.28750190920989954,0.1421608932603758,CTNNB1
CN_CPED1,-0.056677958966778325,-0.08792498412045559,0.023425081024852218,0.057373961286129066,1125,15,CN,CPED1,0.22382461338641454,0.10122370778622272,CTNNB1
CN_PDAP1,-0.044202448503250814,-0.07000701932389278,0.1291666949642988,0.13842779489704915,1125,6,CN,PDAP1,0.4072326769648004,0.35401242323548565,CTNNB1
CN_ZKSCAN1,-0.04281164247121508,-0.06873704091324,0.19234124422625312,0.15128488506289461,1125,6,CN,ZKSCAN1,0.43528870939117187,0.4249929951883503,CTNNB1
CN_TAF6,-0.04864447014776309,-0.07819238449879781,0.14448423048514802,0.10294587542855758,1125,7,CN,TAF6,0.3343392683998568,0.3759765470206929,CTNNB1
CN_ELAVL2,-0.09048900395246895,-0.11251069627445977,1.881206009257837e-4,0.0023819056514040138,1125,34,CN,ELAVL2,0.025857406802121494,0.0038532416747636793,CTNNB1
CN_TUBD1,0.05360966487335921,0.07626573267111844,0.00952451914285555,0.07226952171793816,1125,16,CN,TUBD1,0.2669800739907606,0.05137599391863769,CTNNB1
CN_AKAP10,0.05194043304244908,0.08629617407711795,0.09371168777151329,0.08161806430402402,1125,9,CN,AKAP10,0.2906339492810961,0.2800272826787985,CTNNB1
CN_ALDH3A1,0.054311964086847735,0.08889778637549921,0.07483430575281969,0.06860720962673711,1125,10,CN,ALDH3A1,0.2550421858651703,0.2313415613873068,CTNNB1
CN_B9D1,0.05189366316581143,0.07861671073869497,0.037198343192705596,0.0818934864290112,1125,13,CN,B9D1,0.29117684063648425,0.1358423558107907,CTNNB1
CN_CPT1A,0.04661578571247938,0.060209943164299055,0.028672653749569506,0.11813438701358817,1125,14,CN,CPT1A,0.36663463754675857,0.11616253131258808,CTNNB1
CN_CCND1,0.061541764404543495,0.04850341288215122,0.007919355854334469,0.03903333722687572,1125,29,CN,CCND1,0.1724457883456002,0.04422885533741514,CTNNB1
CN_FGFR1OP2,-0.058754729123584336,-0.08928532942162673,0.11633246899512664,0.04881488856954979,1125,5,CN,FGFR1OP2,0.20108761999384703,0.32872945892656313,CTNNB1
CN_E2F3,0.10964928523634838,0.16121270155607395,3.3761534324780315e-6,2.2890408519310332e-4,1125,40,CN,E2F3,0.020187713525055825,0.0023591733431289562,CTNNB1
CN_BYSL,-0.04588091885340789,-0.06391759802196563,0.38112589580566025,0.1240505722522726,1125,3,CN,BYSL,0.37854607615126484,0.5574885390109047,CTNNB1
CN_CEP72,0.07491368759810738,0.1051102060828105,0.002329308491343538,0.011956669238974118,1125,28,CN,CEP72,0.0666197476656252,0.015237023501385354,CTNNB1
CN_SEMA5A,0.09338312259980623,0.1389724315587325,3.670741189891862e-4,0.0017153981481519258,1125,33,CN,SEMA5A,0.023649727006726625,0.004623571881736133,CTNNB1
CN_C7,0.09716195639856359,0.15150118867598136,1.3575353592717033e-4,0.0011023517071881773,1125,37,CN,C7,0.02043183877632011,0.003645984899845147,CTNNB1
CN_TENT4A,0.08701500332539634,0.1316747605003462,6.90571192827504e-4,0.0034905655107603808,1125,31,CN,TENT4A,0.030277139668427037,0.006438081041793423,CTNNB1
CN_GHR,0.09300709975752382,0.14634457548238647,2.1119632799630303e-4,0.0017910531408706128,1125,38,CN,GHR,0.02402369102138644,0.0038532416747636793,CTNNB1
CN_HMGCS1,0.08901520353817456,0.13695571684405522,2.9261505082317437e-4,0.0028055668898878043,1125,35,CN,HMGCS1,0.027797415879725187,0.004390009418113518,CTNNB1
CN_DAP,0.09288639745691364,0.13789292384278243,3.2387203752360305e-4,0.0018159800223091947,1125,33,CN,DAP,0.02402369102138644,0.004538041330508237,CTNNB1
CN_NNT,0.08242125411520346,0.12613094028933816,0.001026683448966203,0.005672641665968279,1125,30,CN,NNT,0.04072250125565043,0.008297564529528902,CTNNB1
CN_MRPS30,0.08956988460114908,0.13807051052766472,4.639938190832871e-4,0.00263864797136519,1125,35,CN,MRPS30,0.027167531034807745,0.005268699416007534,CTNNB1
CN_CDH9,0.10212555892490349,0.15424919643102347,7.752611653456897e-5,6.023360027063368e-4,1125,39,CN,CDH9,0.020187713525055825,0.003645984899845147,CTNNB1
CN_DROSHA,0.10553309887919103,0.15961156972432422,5.468324357790397e-5,3.91634202903334e-4,1125,41,CN,DROSHA,0.020187713525055825,0.003645984899845147,CTNNB1
CN_CDH6,0.09466670649892024,0.1414765384335893,2.1613618653876617e-4,0.0014787116051801575,1125,37,CN,CDH6,0.02168527303405087,0.0038532416747636793,CTNNB1
CN_GOLPH3,0.09890692767244888,0.15060872054149518,1.0780853971348745e-4,8.940693192969864e-4,1125,39,CN,GOLPH3,0.020187713525055825,0.003645984899845147,CTNNB1
CN_SUB1,0.09791909534129818,0.1506651416910289,1.349340497434548e-4,0.0010070104790021062,1125,39,CN,SUB1,0.020187713525055825,0.003645984899845147,CTNNB1
CN_NPR3,0.10017309314895559,0.15376885601019913,9.505121567729813e-5,7.664393567041928e-4,1125,41,CN,NPR3,0.020187713525055825,0.003645984899845147,CTNNB1
CN_TARS1,0.10194212019098468,0.15898048136167087,7.863046548242767e-5,6.162356505786374e-4,1125,40,CN,TARS1,0.020187713525055825,0.003645984899845147,CTNNB1
CN_IRX4,0.0761328786121036,0.11005259058204993,0.0022498984122580404,0.010635762801566933,1125,28,CN,IRX4,0.0614280154002695,0.01484055554380791,CTNNB1
CN_RAD1,0.09480285717521167,0.14862193702805584,2.6264035450201424e-4,0.0014554542952760427,1125,35,CN,RAD1,0.02168527303405087,0.004162332247279704,CTNNB1
CN_BRIX1,0.09480285717521167,0.14862193702805584,2.6264035450201424e-4,0.0014554542952760427,1125,35,CN,BRIX1,0.02168527303405087,0.004162332247279704,CTNNB1
CN_PRLR,0.0940983683565531,0.1475252007398884,2.956625776131983e-4,0.0015795358271215904,1125,35,CN,PRLR,0.022532173726650156,0.004390009418113518,CTNNB1
CN_SLC12A7,0.0743596719375325,0.10513894999483529,0.002683643562229282,0.012603487223894143,1125,27,CN,SLC12A7,0.06908578181986419,0.016985088199438836,CTNNB1
CN_NUP155,0.1000143846270212,0.1586921084872094,8.838289745598157e-5,7.814553297990521e-4,1125,39,CN,NUP155,0.020187713525055825,0.003645984899845147,CTNNB1
CN_LIFR,0.10418411708598518,0.16113140005655618,6.714401302769689e-5,4.6510887612218196e-4,1125,39,CN,LIFR,0.020187713525055825,0.003645984899845147,CTNNB1
CN_TTC33,0.09875563067599825,0.15499705374489672,1.291872722776824e-4,9.105708983935641e-4,1125,37,CN,TTC33,0.020187713525055825,0.003645984899845147,CTNNB1
CN_HPCAL4,0.06115539517495423,0.0880427609056825,0.015120670327702158,0.040281186763056094,1125,15,CN,HPCAL4,0.17661209458892085,0.07123437938242115,CTNNB1
CN_BMP8B,0.06240306142888983,0.08930126528235743,0.012808941640293127,0.03636921260274415,1125,15,CN,BMP8B,0.16573160878508053,0.06241064568768338,CTNNB1
CN_MYCL,0.06716935373613116,0.07944373340030003,0.005501663758201485,0.024261115437877772,1125,18,CN,MYCL,0.11612239166541831,0.03185315349491715,CTNNB1
CN_RLF,0.0806723279116441,0.12580052611228526,7.006015386565902e-4,0.006784569573108188,1125,24,CN,RLF,0.045902459283200546,0.006455348029333873,CTNNB1
CN_ZNF684,0.06445348448049683,0.11801743699376031,0.0053390263331745316,0.03064283053463892,1125,21,CN,ZNF684,0.14340360218582007,0.03129409494296359,CTNNB1
CN_RIMS3,0.06835120774543689,0.12795291547404733,0.003263761961248535,0.021865151793877095,1125,22,CN,RIMS3,0.10764382421601032,0.020022249544654223,CTNNB1
CN_CFAP94,-0.09145365585038158,-0.08576396995127297,0.02869724696700339,0.0021371840077438753,1125,9,CN,CFAP94,0.025084186642839783,0.11616253131258808,CTNNB1
CN_IRAG2,-0.09273136807128701,-0.088150501748428145,0.028868719460742823,0.0018484630297817641,1125,10,CN,IRAG2,0.024050332167709985,0.11645847986889096,CTNNB1
CN_MYL12B,0.10582492597061602,0.1530935413004696,3.102890898832444e-5,3.7723514227117234e-4,1125,33,CN,MYL12B,0.020187713525055825,0.003645984899845147,CTNNB1
CN_UCHL3,-0.09583673815647441,-0.15544628874023966,0.0023289876125609623,0.0012895346304168179,1125,19,CN,UCHL3,0.020802683532960775,0.015237023501385354,CTNNB1
CN_KDSR,0.08680776464220895,0.14242521759944055,6.223743441389317e-4,0.0035696007895187625,1125,28,CN,KDSR,0.03040580816395838,0.006181805982030871,CTNNB1
CN_VPS4B,0.08924048621918271,0.1462285851916909,5.029317449541913e-4,0.002736644788279904,1125,27,CN,VPS4B,0.027612594440530026,0.005513622092831134,CTNNB1
CN_ONECUT2,0.08863974172416249,0.1554124041274225,9.715348258795984e-4,0.0029239599983838724,1125,25,CN,ONECUT2,0.027806977012743008,0.008016008598198218,CTNNB1
CN_TEK,-0.09066559816717892,-0.13789922905092272,3.580061590772217e-4,0.0023352737864021215,1125,31,CN,TEK,0.025857406802121494,0.004569802710899898,CTNNB1
CN_CAAP1,-0.08388756922155466,-0.12432413268845208,8.602359935086567e-4,0.004869979761843013,1125,28,CN,CAAP1,0.03637890244808913,0.007353930803712994,CTNNB1
CN_MOB3B,-0.0881968760005839,-0.13721622595868949,7.416403981329983e-4,0.0030694504970264808,1125,28,CN,MOB3B,0.0286159794368453,0.006677583508665171,CTNNB1
CN_NUDCD1,0.052560031312695946,0.08483893174152947,0.032191051767260684,0.07803967639205238,1125,18,CN,NUDCD1,0.2834324443196013,0.12339168873480565,CTNNB1
CN_ENY2,0.05292454701850072,0.08536500135099911,0.030967001354825968,0.0759947739605914,1125,17,CN,ENY2,0.2768548072902776,0.12140705166925148,CTNNB1
CN_RNF170,-0.054210472885288234,-0.08735051765351064,0.11681835524802804,0.06912684932210338,1125,6,CN,RNF170,0.256571127264484,0.3293165062230124,CTNNB1
CN_PILRB,-0.04906674210838972,-0.07830639315672971,0.13924192853845463,0.09998840639269214,1125,6,CN,PILRB,0.33080304219584694,0.37221594877640596,CTNNB1
CN_RASSF8,-0.06767630970121398,-0.08780105339031449,0.07082434074044663,0.023206862156718248,1125,6,CN,RASSF8,0.11215071344307921,0.2218413212610815,CTNNB1
CN_BHLHE41,-0.07104084484956899,-0.0963472664877857,0.06982840813146861,0.017165433475984683,1125,7,CN,BHLHE41,0.08815641361268678,0.21993199705441555,CTNNB1
CN_SSPN,-0.06672730089413621,-0.09074603920344278,0.08661979887966599,0.025213986987791967,1125,6,CN,SSPN,0.12037645400623262,0.2627697074082791,CTNNB1
